LINKNO,subw_4,subw_5,subw_6,subw_7,subw_8
6594,649,5,1,1,1
229025,649,5,1,1,1
176609,649,5,1,1,1
272024,9,2,1,1,1
137848,9,2,1,1,1
253432,9,2,1,1,1
238648,9,2,1,1,1
302500,1096,3,1,1,1
101572,1096,3,1,1,1
283908,1097,3,1,1,1
40197,1097,3,1,1,1
160485,1097,3,1,1,1
49157,1097,3,1,1,1
210883,1097,3,1,1,1
133827,1097,3,1,1,1
227238,941,3,1,1,1
3686,941,3,1,1,1
138758,941,3,1,1,1
117478,941,3,1,1,1
218054,941,3,1,1,1
142341,941,3,1,1,1
194085,941,3,1,1,1
96197,941,3,1,1,1
286141,839,3,1,1,1
134717,839,3,1,1,1
124192,839,3,1,1,1
768,839,3,1,1,1
250529,3,1,1,1,1
134273,3,1,1,1,1
2787,3,1,1,1,1
184002,3,1,1,1,1
298680,18,8,2,1,1
251641,19,8,2,1,1
128663,16,8,2,1,1
127543,16,8,2,1,1
282995,420,9,3,1,1
166068,420,9,3,1,1
272693,421,9,3,1,1
239542,421,9,3,1,1
228564,17,9,3,1,1
180404,17,9,3,1,1
162932,17,9,3,1,1
10165,17,9,3,1,1
282331,1012,7,1,1,1
66396,1012,7,1,1,1
199675,1012,7,1,1,1
49371,1012,7,1,1,1
229468,1012,7,1,1,1
102684,1012,7,1,1,1
215580,1012,7,1,1,1
198779,1012,7,1,1,1
259034,1013,7,1,1,1
65946,1013,7,1,1,1
254330,1013,7,1,1,1
63706,1013,7,1,1,1
192058,1013,7,1,1,1
23833,1013,7,1,1,1
187352,1013,7,1,1,1
58104,1013,7,1,1,1
255902,13,4,1,1,1
130462,13,4,1,1,1
321987,648,5,1,1,1
8835,648,5,1,1,1
31236,648,5,1,1,1
20484,648,5,1,1,1
177283,648,5,1,1,1
181762,648,5,1,1,1
303394,649,5,1,1,1
48034,649,5,1,1,1
186016,649,5,1,1,1
119264,649,5,1,1,1
142113,649,5,1,1,1
107169,649,5,1,1,1
271576,9,2,1,1,1
167416,9,2,1,1,1
242231,9,2,1,1,1
164056,9,2,1,1,1
232600,9,2,1,1,1
46904,9,2,1,1,1
302276,1096,3,1,1,1
24741,1096,3,1,1,1
282564,1097,3,1,1,1
80068,1097,3,1,1,1
48933,1097,3,1,1,1
46021,1097,3,1,1,1
11524,1097,3,1,1,1
97315,1097,3,1,1,1
224550,941,3,1,1,1
214022,941,3,1,1,1
212454,941,3,1,1,1
165190,941,3,1,1,1
5702,941,3,1,1,1
134725,941,3,1,1,1
290174,839,3,1,1,1
122397,839,3,1,1,1
239554,3,1,1,1,1
28322,3,1,1,1,1
141218,3,1,1,1,1
15330,3,1,1,1,1
298456,18,8,2,1,1
48920,18,8,2,1,1
251417,19,8,2,1,1
247609,19,8,2,1,1
